City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Littleton,Art Miller,Corporate,05-11-2012,26374,Not Specified,Technology,Small Pack,Accessory39,Telephones and Communication,West,3692,06-11-2012,Regular Air,Colorado,80122,44,0.05,5,1,5,0.81,-109.417,90.9415,3.3,20.99
Littleton,Art Miller,Corporate,28-05-2013,4195,Not Specified,Technology,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,West,613,30-05-2013,Regular Air,Colorado,80122,47,0.07,7,1,30,0.49,37.09,255.74,1.99,8.5
Ogden,Brian DeCherney,Corporate,02-11-2014,34179,Not Specified,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,West,4806,04-11-2014,Regular Air,Utah,84404,58,0.07,7,1,21,0.49,44.56,293.27,1.99,14.48
Cloverleaf,Matt Collister,Home Office,07-12-2012,54755,Critical,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,Central,7643,10-12-2012,Regular Air,Texas,77015,44,0,0,1,44,0.77,443.52,3421.88,4,73.98
Leander,Erin Smith,Home Office,28-05-2015,45125,Critical,Technology,Small Box,5165,Telephones and Communication,Central,6360,29-05-2015,Regular Air,Texas,78641,65,0,0,1,32,0.59,1193.112,4834.8,4.99,175.99
Northbrook,Thomas Seio,Home Office,07-10-2013,34246,Critical,Technology,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,Central,4821,08-10-2013,Regular Air,Illinois,60062,50,0.03,3,1,18,0.52,192.33,1888.02,19.99,99.99
Prairie Village,Emily Grady,Home Office,09-03-2015,2848,Critical,Technology,Small Box,SC7868i,Telephones and Communication,Central,425,11-03-2015,Regular Air,Kansas,66202,62,0.04,4,1,8,0.55,-264.275,863.583,8.99,125.99
Council Bluffs,Lena Cacioppo,Home Office,02-03-2013,19813,Critical,Technology,Small Box,T61,Telephones and Communication,Central,2745,03-03-2013,Regular Air,Iowa,51503,46,0.05,5,1,29,0.56,218.727,1098.506,2.5,45.99
Lenexa,Alex Avila,Home Office,13-03-2013,33632,Critical,Technology,Small Box,636,Telephones and Communication,Central,4722,14-03-2013,Regular Air,Kansas,66215,46,0.06,6,1,8,0.57,-277.783,763.6485,5.26,115.99
La Vista,Russell Applegate,Home Office,22-06-2012,9088,Critical,Technology,Small Box,V 3600 Series,Telephones and Communication,Central,1247,24-06-2012,Regular Air,Nebraska,68128,41,0.09,9,1,31,0.58,118.152,1637.457,8.99,65.99
Redford,Vicky Freymann,Home Office,05-05-2015,9409,Critical,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Central,1288,07-05-2015,Regular Air,Michigan,48239,65,0.1,10,1,12,0.79,-390.77,1712.66,4,152.48
Missouri City,Noah Childs,Home Office,27-08-2013,32834,Critical,Technology,Small Box,8890,Telephones and Communication,Central,4610,28-08-2013,Regular Air,Texas,77489,49,0.1,10,1,39,0.58,573.057,3460.5625,5.92,115.99
Cedar Rapids,Kimberly Carter,Home Office,10-10-2013,9860,Critical,Technology,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,Central,1352,11-10-2013,Regular Air,Iowa,52402,50,0,0,1,43,0.68,-73.66,319.69,3.52,7.28
Michigan City,Helen Abelman,Home Office,03-05-2013,8131,Critical,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Central,1106,03-05-2013,Regular Air,Indiana,46360,47,0.01,1,1,24,0.5,191.29,717.29,1.99,29.89
Muskego,Patricia Hirasaki,Home Office,05-08-2013,42369,Critical,Technology,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Computer Peripherals,Central,5974,06-08-2013,Regular Air,Wisconsin,53150,48,0.01,1,1,44,0.46,274.98,786.26,1.99,17.48
Roseville,Vicky Freymann,Home Office,07-01-2014,50945,Critical,Technology,Small Pack,Accessory13,Telephones and Communication,Central,7138,09-01-2014,Regular Air,Michigan,48066,52,0.01,1,1,27,0.57,192.294,834.0625,1.25,35.99
Cleburne,Fred Hopkins,Home Office,19-12-2013,36741,Critical,Technology,Small Pack,Accessory36,Telephones and Communication,Central,5164,21-12-2013,Regular Air,Texas,76031,52,0.01,1,1,6,0.83,-254.364,303.909,5,55.99
Independence,Maria Bertelson,Home Office,02-03-2015,47042,Critical,Technology,Small Pack,Accessory9,Telephones and Communication,Central,6613,03-03-2015,Regular Air,MO,64055,62,0.03,3,1,45,0.39,592.218,1375.3765,3.3,35.99
Maple Grove,Sally Matthias,Home Office,07-09-2014,47333,Critical,Technology,Small Pack,Accessory24,Telephones and Communication,Central,6656,07-09-2014,Regular Air,Minnesota,55369,57,0.04,4,1,16,0.59,29.799,760.2485,3.3,55.99
Joliet,Neola Schneider,Home Office,21-09-2013,45957,Critical,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,Central,6450,23-09-2013,Regular Air,Illinois,60432,50,0.06,6,1,20,0.51,162.83,759.84,1.99,39.24
Ann Arbor,Giulietta Weimer,Home Office,13-11-2015,19936,Critical,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Central,2759,14-11-2015,Regular Air,Michigan,48104,74,0.09,9,1,41,0.5,301.31,1115.2,1.99,29.89
Mankato,Sally Matthias,Home Office,22-10-2014,8773,Critical,Technology,Small Pack,Accessory36,Telephones and Communication,Central,1196,22-10-2014,Regular Air,Minnesota,56001,58,0.09,9,1,5,0.83,-305.316,220.7875,5,55.99
Buffalo Grove,Charlotte Melton,Home Office,07-05-2013,45766,High,Technology,Medium Box,Canon MP100DHII Printing Calculator,Office Machines,Central,6440,08-05-2013,Regular Air,Illinois,60089,47,0.01,1,1,28,0.37,1765.48,4181.82,13.99,140.99
Haltom City,Magdelene Morse,Home Office,25-11-2013,32135,High,Technology,Medium Box,TI 30X Scientific Calculator,Office Machines,Central,4517,27-11-2013,Regular Air,Texas,76117,51,0.08,8,1,16,0.36,-21.8196,187.78,5.99,11.99
Haltom City,Magdelene Morse,Home Office,25-11-2013,32135,High,Technology,Small Box,"IBM Active Response Keyboard, Black",Computer Peripherals,Central,4516,27-11-2013,Regular Air,Texas,76117,51,0,0,1,37,0.67,160.68,1575.14,7.12,39.98
Sterling Heights,Marc Harrigan,Home Office,03-07-2012,47713,High,Technology,Small Box,8890,Telephones and Communication,Central,6699,03-07-2012,Regular Air,Michigan,48310,41,0,0,1,34,0.58,858.582,3419.1505,5.92,115.99
Rochester Hills,Vicky Freymann,Home Office,17-06-2013,16806,High,Technology,Small Box,iDENi80s,Telephones and Communication,Central,2336,19-06-2013,Regular Air,Michigan,48307,48,0,0,1,18,0.59,-201.047,1026.6385,19.99,65.99
New Berlin,Sean Christensen,Home Office,13-10-2012,22208,High,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,Central,3096,15-10-2012,Regular Air,Wisconsin,53151,43,0.01,1,1,37,0.74,18.59,1138.43,4,30.97
Oak Lawn,Annie Cyprus,Home Office,31-08-2014,4676,High,Technology,Small Box,LX 788,Telephones and Communication,Central,672,01-09-2014,Regular Air,Illinois,60453,57,0.01,1,1,30,0.58,1115.694,4253.009,8.99,155.99
Waterloo,Sanjit Chand,Home Office,04-11-2013,28802,High,Technology,Small Box,6185,Telephones and Communication,Central,4034,06-11-2013,Regular Air,Iowa,50701,51,0.02,2,1,22,0.58,884.907,4001.4685,3,205.99
Fridley,Neil Ducich,Home Office,29-07-2013,51041,High,Technology,Small Box,252,Telephones and Communication,Central,7152,30-07-2013,Regular Air,Minnesota,55432,48,0.03,3,1,47,0.55,846.945,2766.818,5.92,65.99
Oak Forest,Annie Cyprus,Home Office,31-08-2014,4676,High,Technology,Small Box,Timeport L7089,Telephones and Communication,Central,669,01-09-2014,Regular Air,Illinois,60452,57,0.04,4,1,11,0.58,-104.247,1210.0515,7.69,125.99
Grand Forks,Sandra Glassco,Home Office,27-09-2014,30787,High,Technology,Small Box,2180,Telephones and Communication,Central,4325,28-09-2014,Regular Air,North Dakota,58201,58,0.05,5,1,43,0.57,1836.459,6477.459,8.99,175.99
Taylor,Mark Cousins,Home Office,19-07-2015,11745,High,Technology,Small Box,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,Central,1623,20-07-2015,Regular Air,Michigan,48180,67,0.06,6,1,17,0.77,-345.36,686.27,19.99,40.48
Greenville,Magdelene Morse,Home Office,20-10-2012,16196,High,Technology,Small Box,StarTAC 6500,Telephones and Communication,Central,2250,21-10-2012,Regular Air,Texas,75401,43,0.06,6,1,39,0.59,671.949,3925.9715,8.8,125.99
Oakville,Robert Waldorf,Home Office,08-09-2014,2823,High,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,Central,422,09-09-2014,Regular Air,MO,63129,57,0.08,8,1,17,0.78,-135.98,357.43,6.5,20.97
New Berlin,Sean Christensen,Home Office,13-10-2012,22208,High,Technology,Small Box,Timeport L7089,Telephones and Communication,Central,3097,15-10-2012,Regular Air,Wisconsin,53151,43,0.08,8,1,50,0.58,1379.763,5271.0455,7.69,125.99
Rochester Hills,Vicky Freymann,Home Office,17-06-2013,16806,High,Technology,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",Computer Peripherals,Central,2335,18-06-2013,Regular Air,Michigan,48307,48,0.1,10,1,4,0.64,-132.15,167.37,4,43.22
The Woodlands,Edward Nazzal,Home Office,06-05-2015,22272,High,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Central,3104,08-05-2015,Regular Air,Texas,77381,65,0.1,10,1,37,0.79,14.85,5382.24,4,152.48
Sulphur Springs,Frank Hawley,Home Office,27-04-2015,13892,High,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Central,1937,28-04-2015,Regular Air,Texas,75482,64,0,0,1,47,0.5,531.47,1446.97,1.99,29.89
Mankato,Sally Matthias,Home Office,12-02-2015,10593,High,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,Central,1468,13-02-2015,Regular Air,Minnesota,56001,61,0.05,5,1,27,0.64,-147.51,435.27,8.99,15.98
Collinsville,Fred Wasserman,Home Office,05-06-2013,54628,High,Technology,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,Central,7633,06-06-2013,Regular Air,Illinois,62234,47,0.07,7,1,21,0.46,115.54,471.24,1.99,22.98
The Woodlands,Edward Nazzal,Home Office,06-05-2015,22272,High,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,Central,3105,08-05-2015,Regular Air,Texas,77381,65,0.08,8,1,30,0.43,342.41,1035.95,1.99,35.41
Maple Grove,Sally Matthias,Home Office,13-01-2014,29409,High,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,Central,4144,15-01-2014,Regular Air,Minnesota,55369,52,0.09,9,1,23,0.51,-33.52,38.99,1.99,1.7
Fitchburg,Michael Dominguez,Home Office,03-08-2013,26244,High,Technology,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Central,3665,05-08-2013,Regular Air,Wisconsin,53713,48,0.09,9,1,16,0.61,-42.61,131.72,3.62,8.46
Glendale Heights,Michelle Lonsdale,Home Office,16-05-2015,16039,High,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,Central,2221,17-05-2015,Regular Air,Illinois,60139,65,0.1,10,1,3,0.44,-118.82,121.12,1.99,43.98
Mehlville,Lycoris Saunders,Home Office,14-06-2014,38693,Low,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,Central,5450,21-06-2014,Regular Air,MO,63129,55,0.02,2,1,3,0.41,196.08,2222.61,24.49,699.99
West Bend,Victoria Wilson,Home Office,17-06-2013,45184,Low,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,Central,6369,26-06-2013,Regular Air,Wisconsin,53095,48,0.07,7,1,25,0.37,5485.15,14647.26,24.49,599.99
Jackson,Patrick O'Brill,Home Office,12-10-2013,57314,Low,Technology,Small Box,6340,Telephones and Communication,Central,8021,19-10-2013,Regular Air,Michigan,49201,50,0,0,1,26,0.58,473.355,1976.3945,2.79,85.99
Minnetonka Mills,Shaun Weien,Home Office,10-05-2015,7106,Low,Technology,Small Box,Gyration RF Keyboard,Computer Peripherals,Central,983,12-05-2015,Regular Air,Minnesota,55343,65,0.01,1,1,31,0.49,1669.38,4910.09,5.5,159.99
Hobart,Giulietta Baptist,Home Office,09-08-2015,42400,Low,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,Central,5981,11-08-2015,Regular Air,Indiana,46342,67,0.03,3,1,44,0.68,11.55,865.27,4,19.98
Harker Heights,Magdelene Morse,Home Office,14-06-2014,52642,Low,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Central,7385,21-06-2014,Regular Air,Texas,76543,55,0.03,3,1,14,0.79,-281.67,2070.68,4,152.48
Killeen,Nat Carroll,Home Office,29-09-2012,19716,Low,Technology,Small Box,7160,Telephones and Communication,Central,2731,06-10-2012,Regular Air,Texas,76541,43,0.03,3,1,5,0.59,-458.744,616.1055,4.2,140.99
Hurst,Nancy Lomonaco,Home Office,21-07-2012,50823,Low,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,Central,7126,26-07-2012,Regular Air,Texas,76053,41,0.04,4,1,12,0.4,269.94,1244.72,7.18,100.98
Omaha,Duane Benoit,Home Office,23-03-2015,38853,Low,Technology,Small Box,6000,Telephones and Communication,Central,5469,27-03-2015,Regular Air,Nebraska,68046,63,0.04,4,1,13,0.55,19.998,728.025,2.5,65.99
Rapid City,Philip Brown,Home Office,16-06-2013,3648,Low,Technology,Small Box,KH 688,Telephones and Communication,Central,535,23-06-2013,Regular Air,South Dakota,57701,47,0.05,5,1,34,0.57,1382.445,5488.5265,4.2,195.99
Indianapolis,Giulietta Baptist,Home Office,09-08-2015,42400,Low,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,Central,5982,14-08-2015,Regular Air,Indiana,46203,67,0.06,6,1,41,0.64,-168.95,429.28,6.5,10.97
Racine,Shahid Collister,Home Office,08-11-2012,31873,Low,Technology,Small Box,StarTAC 8000,Telephones and Communication,Central,4474,15-11-2012,Regular Air,Wisconsin,53402,44,0.06,6,1,14,0.6,13.014,2465.5015,8.99,205.99
Racine,Shahid Collister,Home Office,08-11-2012,31873,Low,Technology,Small Box,TimeportP7382,Telephones and Communication,Central,4475,15-11-2012,Regular Air,Wisconsin,53402,44,0.06,6,1,50,0.56,2539.458,8558.4715,8.99,205.99
Ottumwa,Christina DeMoss,Home Office,14-02-2014,58500,Low,Technology,Small Box,LX 677,Telephones and Communication,Central,8184,14-02-2014,Regular Air,Iowa,52501,53,0.07,7,1,17,0.57,14.013,1529.014,8.99,110.99
Dodge City,Seth Vernon,Home Office,20-07-2013,38017,Low,Technology,Small Box,StarTAC 3000,Telephones and Communication,Central,5348,27-07-2013,Regular Air,Kansas,67801,48,0.08,8,1,27,0.59,453.654,2846.361,7.69,125.99
Cottage Grove,Michael Granlund,Home Office,25-10-2013,35522,Low,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,Central,4991,01-11-2013,Regular Air,Minnesota,55016,50,0.09,9,1,27,0.52,231.46,2575.01,19.99,99.99
Bay City,Greg Maxwell,Home Office,05-08-2012,31426,Low,Technology,Small Box,i2000,Telephones and Communication,Central,4407,09-08-2012,Regular Air,Michigan,48708,42,0.09,9,1,40,0.6,914.193,4054.058,2.5,125.99
Cottage Grove,Michael Granlund,Home Office,18-12-2012,51975,Low,Technology,Small Box,DPC 650 Piper,Telephones and Communication,Central,7290,22-12-2012,Regular Air,Minnesota,55016,44,0.1,10,1,12,0.58,-181.005,1064.7865,2.5,115.99
Clinton,Kimberly Carter,Home Office,09-11-2014,10369,Low,Technology,Small Pack,"Imation IBM Formatted Diskettes, 100/Pack",Computer Peripherals,Central,1437,14-11-2014,Regular Air,Iowa,52732,58,0,0,1,23,0.7,-95.54,683.68,8.99,28.48
Inkster,Patrick O'Brill,Home Office,26-08-2013,42947,Low,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,Central,6061,28-08-2013,Regular Air,Michigan,48141,49,0,0,1,5,0.43,-50.67,177.05,1.99,35.41
Dodge City,Seth Vernon,Home Office,10-03-2014,54081,Low,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,Central,7558,12-03-2014,Regular Air,Kansas,67801,53,0.02,2,1,2,0.4,-83.18,57.5,1.99,28.48
Chicago,Fred Wasserman,Home Office,10-08-2012,21636,Low,Technology,Small Pack,Accessory24,Telephones and Communication,Central,3006,10-08-2012,Regular Air,Illinois,60623,42,0.02,2,1,35,0.59,366.507,1665.0395,3.3,55.99
West Chicago,Carl Jackson,Home Office,21-11-2015,41063,Low,Technology,Small Pack,Accessory31,Telephones and Communication,Central,5791,28-11-2015,Regular Air,Illinois,60185,74,0.04,4,1,10,0.35,42.273,308.363,0.99,35.99
Arlington,Darren Budd,Home Office,17-08-2013,11491,Low,Technology,Small Pack,"3.5"" IBM Formatted Diskettes, DS/HD",Computer Peripherals,Central,1591,26-08-2013,Regular Air,Texas,76017,49,0.06,6,1,26,0.66,-80.11,165.37,4.07,6.6
West Chicago,Carl Jackson,Home Office,21-11-2015,41063,Low,Technology,Small Pack,Accessory8,Telephones and Communication,Central,5792,28-11-2015,Regular Air,Illinois,60185,74,0.06,6,1,26,0.39,822.888,1911.4035,1.25,85.99
Wichita Falls,Gary Zandusky,Home Office,26-10-2015,39269,Low,Technology,Small Pack,Accessory1,Telephones and Communication,Central,5547,02-11-2015,Regular Air,Texas,76308,71,0.06,6,1,16,0.36,107.505,464.695,2.5,35.99
Evanston,Joy Bell,Home Office,26-08-2013,24007,Low,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,Central,3355,02-09-2013,Regular Air,Illinois,60201,49,0.08,8,1,26,0.48,135.65,531.66,1.99,20.89
Palatine,Cari Schnelling,Home Office,23-07-2014,31558,Low,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Central,4430,23-07-2014,Regular Air,Illinois,60067,56,0.08,8,1,42,0.55,455.37,1763.6,1.99,45.19
Midland,Joni Sundaresam,Home Office,08-03-2015,31523,Low,Technology,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,Central,4420,10-03-2015,Regular Air,Texas,79701,62,0.1,10,1,17,0.71,-44.86,105.85,2.74,6.48
Elmhurst,Joy Bell,Home Office,12-11-2014,5925,Low,Technology,Wrap Bag,Accessory4,Telephones and Communication,Central,822,19-11-2014,Regular Air,Illinois,60126,58,0.07,7,1,25,0.85,-267.014,1733.3625,0.99,85.99
Dodge City,Seth Vernon,Home Office,25-06-2013,26978,Medium,Technology,Large Box,Canon Image Class D660 Copier,Copiers and Fax,Central,3781,27-06-2013,Regular Air,Kansas,67801,48,0,0,1,46,0.44,-635.69,27875.54,24.49,599.99
Indianapolis,Giulietta Baptist,Home Office,17-05-2015,59425,Medium,Technology,Small Box,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,Central,8316,19-05-2015,Regular Air,Indiana,46203,65,0,0,1,24,0.45,717.12,2094.12,6.13,83.1
Corsicana,Noel Staavos,Home Office,18-08-2012,53254,Medium,Technology,Small Box,5165,Telephones and Communication,Central,7463,21-08-2012,Regular Air,Texas,75109,42,0,0,1,34,0.59,1640.295,5442.142,4.99,175.99
Glen Ellyn,Michelle Lonsdale,Home Office,19-09-2015,12096,Medium,Technology,Small Box,5125,Telephones and Communication,Central,1675,19-09-2015,Regular Air,Illinois,60137,69,0.02,2,1,46,0.59,2332.395,8009.5925,8.08,200.99
Fitchburg,Michael Dominguez,Home Office,05-08-2012,23333,Medium,Technology,Small Box,Talkabout T8367,Telephones and Communication,Central,3261,06-08-2012,Regular Air,Wisconsin,53713,42,0.03,3,1,16,0.56,-23.826,886.89,8.99,65.99
Battle Creek,Giulietta Weimer,Home Office,21-07-2012,43079,Medium,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,Central,6080,22-07-2012,Regular Air,Michigan,49017,41,0.04,4,1,40,0.75,-20.79,1184.03,4,30.73
Moorhead,Shaun Weien,Home Office,27-03-2015,55462,Medium,Technology,Small Box,"IBM Active Response Keyboard, Black",Computer Peripherals,Central,7752,28-03-2015,Regular Air,Minnesota,56560,63,0.05,5,1,31,0.67,-26.49,1184.53,7.12,39.98
Waterloo,Sanjit Chand,Home Office,21-11-2015,50503,Medium,Technology,Small Box,iDEN i95,Telephones and Communication,Central,7079,23-11-2015,Regular Air,Iowa,50701,74,0.05,5,1,28,0.59,-186.329,1538.8655,19.99,65.99
Merrillville,Helen Abelman,Home Office,25-09-2013,773,Medium,Technology,Small Box,Talkabout T8367,Telephones and Communication,Central,119,26-09-2013,Regular Air,Indiana,46410,50,0.06,6,1,38,0.56,324.927,2071.3395,8.99,65.99
Ann Arbor,Giulietta Weimer,Home Office,10-05-2015,26756,Medium,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,Central,3743,10-05-2015,Regular Air,Michigan,48104,65,0.07,7,1,25,0.74,-29.56,767.26,4,30.97
Prairie Village,Emily Grady,Home Office,21-04-2015,8390,Medium,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,Central,1153,21-04-2015,Regular Air,Kansas,66202,64,0.08,8,1,24,0.8,-99.34,715.4,4,30.98
Fridley,Parhena Norris,Home Office,26-08-2013,46375,Medium,Technology,Small Box,232,Telephones and Communication,Central,6518,27-08-2013,Regular Air,Minnesota,55432,49,0.08,8,1,16,0.55,162.108,1702.499,5.26,125.99
